user_id;food_id;like
280;01-371;1
289;01-371;1
311;01-371;1
348;01-371;1
393;01-371;1
491;01-371;1
514;01-371;1
545;01-371;1
545;01-371;1
565;01-371;1
605;01-371;1
620;01-371;1
622;01-371;1
631;01-371;1
653;01-371;1
706;01-371;1
731;01-371;1
755;01-371;1
796;01-371;1
796;01-371;1
824;01-371;1
838;01-371;1
86;01-371;1
888;01-371;1
903;01-371;1
924;01-371;1
998;01-371;1
1005;01-42;1
102;01-42;1
1047;01-42;1
1049;01-42;1
1107;01-42;1
111;01-42;1
1111;01-42;1
1182;01-42;1
1195;01-42;1
1211;01-42;1
126;01-42;1
168;01-42;1
244;01-42;1
244;01-42;1
253;01-42;1
26;01-42;1
280;01-42;1
309;01-42;1
311;01-42;1
348;01-42;1
356;01-42;1
472;01-42;1
48;01-42;1
491;01-42;1
514;01-42;1
567;01-42;1
602;01-42;1
605;01-42;1
622;01-42;1
638;01-42;1
642;01-42;1
680;01-42;1
731;01-42;1
761;01-42;1
775;01-42;1
780;01-42;1
796;01-42;1
826;01-42;1
827;01-42;1
838;01-42;1
857;01-42;1
888;01-42;1
890;01-42;1
903;01-42;1
923;01-42;1
972;01-42;1
1000;01-45;1
102;01-45;1
1047;01-45;1
1056;01-45;1
1065;01-45;1
1070;01-45;1
1107;01-45;1
111;01-45;1
112;01-45;1
1126;01-45;1
1161;01-45;1
1206;01-45;1
1232;01-45;1
1243;01-45;1
127;01-45;1
133;01-45;1
176;01-45;1
236;01-45;1
244;01-45;1
260;01-45;1
295;01-45;1
299;01-45;1
301;01-45;1
317;01-45;1
356;01-45;1
409;01-45;1
475;01-45;1
489;01-45;1
517;01-45;1
545;01-45;1
552;01-45;1
587;01-45;1
603;01-45;1
604;01-45;1
605;01-45;1
631;01-45;1
680;01-45;1
685;01-45;1
700;01-45;1
731;01-45;1
755;01-45;1
761;01-45;1
775;01-45;1
823;01-45;1
826;01-45;1
827;01-45;1
85;01-45;1
857;01-45;1
86;01-45;1
864;01-45;1
888;01-45;1
903;01-45;1
920;01-45;1
923;01-45;1
1005;01-64;1
1059;01-64;1
1065;01-64;1
1111;01-64;1
1130;01-64;1
1161;01-64;1
1221;01-64;1
1249;01-64;1
162;01-64;1
217;01-64;1
217;01-64;1
268;01-64;1
276;01-64;1
299;01-64;1
301;01-64;1
301;01-64;1
326;01-64;1
348;01-64;1
409;01-64;1
453;01-64;1
475;01-64;1
484;01-64;1
489;01-64;1
517;01-64;1
535;01-64;1
552;01-64;1
605;01-64;1
605;01-64;1
631;01-64;1
641;01-64;1
661;01-64;1
680;01-64;1
685;01-64;1
760;01-64;1
827;01-64;1
847;01-64;1
85;01-64;1
85;01-64;1
86;01-64;1
864;01-64;1
923;01-64;1
972;01-64;1
1100;02-1047;1
1103;02-1047;1
1125;02-1047;1
1127;02-1047;1
114;02-1047;1
1183;02-1047;1
120;02-1047;1
1220;02-1047;1
1222;02-1047;1
123;02-1047;1
150;02-1047;1
16;02-1047;1
187;02-1047;1
195;02-1047;1
220;02-1047;1
261;02-1047;1
270;02-1047;1
298;02-1047;1
321;02-1047;1
329;02-1047;1
354;02-1047;1
366;02-1047;1
372;02-1047;1
381;02-1047;1
387;02-1047;1
4;02-1047;1
4;02-1047;1
482;02-1047;1
498;02-1047;1
557;02-1047;1
563;02-1047;1
563;02-1047;1
598;02-1047;1
611;02-1047;1
620;02-1047;1
633;02-1047;1
647;02-1047;1
649;02-1047;1
654;02-1047;1
669;02-1047;1
732;02-1047;1
754;02-1047;1
764;02-1047;1
8;02-1047;1
835;02-1047;1
850;02-1047;1
851;02-1047;1
857;02-1047;1
867;02-1047;1
881;02-1047;1
899;02-1047;1
95;02-1047;1
951;02-1047;1
963;02-1047;1
97;02-1047;1
994;02-1047;1
120;02-492;1
1222;02-492;1
1235;02-492;1
187;02-492;1
214;02-492;1
270;02-492;1
283;02-492;1
293;02-492;1
364;02-492;1
381;02-492;1
397;02-492;1
4;02-492;1
4;02-492;1
456;02-492;1
463;02-492;1
473;02-492;1
473;02-492;1
498;02-492;1
548;02-492;1
557;02-492;1
563;02-492;1
570;02-492;1
634;02-492;1
647;02-492;1
649;02-492;1
683;02-492;1
717;02-492;1
732;02-492;1
757;02-492;1
764;02-492;1
773;02-492;1
792;02-492;1
834;02-492;1
835;02-492;1
844;02-492;1
857;02-492;1
867;02-492;1
884;02-492;1
909;02-492;1
95;02-492;1
96;02-492;1
963;02-492;1
994;02-492;1
997;02-492;1
1014;02-493;1
1104;02-493;1
1183;02-493;1
1200;02-493;1
1235;02-493;1
165;02-493;1
170;02-493;1
239;02-493;1
27;02-493;1
293;02-493;1
317;02-493;1
321;02-493;1
329;02-493;1
354;02-493;1
364;02-493;1
366;02-493;1
374;02-493;1
41;02-493;1
42;02-493;1
430;02-493;1
431;02-493;1
451;02-493;1
463;02-493;1
473;02-493;1
482;02-493;1
498;02-493;1
506;02-493;1
546;02-493;1
587;02-493;1
6;02-493;1
633;02-493;1
639;02-493;1
651;02-493;1
719;02-493;1
757;02-493;1
777;02-493;1
789;02-493;1
850;02-493;1
857;02-493;1
873;02-493;1
899;02-493;1
909;02-493;1
926;02-493;1
927;02-493;1
96;02-493;1
1014;02-498;1
104;02-498;1
1100;02-498;1
1125;02-498;1
1170;02-498;1
1183;02-498;1
1200;02-498;1
1222;02-498;1
1226;02-498;1
1228;02-498;1
170;02-498;1
195;02-498;1
262;02-498;1
270;02-498;1
283;02-498;1
295;02-498;1
298;02-498;1
317;02-498;1
351;02-498;1
372;02-498;1
374;02-498;1
381;02-498;1
387;02-498;1
397;02-498;1
4;02-498;1
41;02-498;1
42;02-498;1
428;02-498;1
43;02-498;1
498;02-498;1
536;02-498;1
563;02-498;1
620;02-498;1
639;02-498;1
654;02-498;1
669;02-498;1
671;02-498;1
684;02-498;1
757;02-498;1
758;02-498;1
764;02-498;1
772;02-498;1
777;02-498;1
789;02-498;1
813;02-498;1
828;02-498;1
850;02-498;1
885;02-498;1
886;02-498;1
899;02-498;1
909;02-498;1
927;02-498;1
963;02-498;1
97;02-498;1
972;02-498;1
994;02-498;1
1001;02-500;1
1100;02-500;1
1104;02-500;1
114;02-500;1
1170;02-500;1
1183;02-500;1
120;02-500;1
1200;02-500;1
123;02-500;1
1247;02-500;1
16;02-500;1
186;02-500;1
259;02-500;1
27;02-500;1
283;02-500;1
317;02-500;1
321;02-500;1
352;02-500;1
354;02-500;1
381;02-500;1
399;02-500;1
41;02-500;1
451;02-500;1
456;02-500;1
482;02-500;1
498;02-500;1
53;02-500;1
548;02-500;1
620;02-500;1
639;02-500;1
651;02-500;1
654;02-500;1
671;02-500;1
732;02-500;1
757;02-500;1
764;02-500;1
777;02-500;1
792;02-500;1
794;02-500;1
830;02-500;1
850;02-500;1
867;02-500;1
88;02-500;1
881;02-500;1
909;02-500;1
96;02-500;1
960;02-500;1
97;02-500;1
974;02-500;1
994;02-500;1
997;02-500;1
1072;02-502;1
1100;02-502;1
1104;02-502;1
1220;02-502;1
1235;02-502;1
150;02-502;1
170;02-502;1
270;02-502;1
281;02-502;1
283;02-502;1
351;02-502;1
364;02-502;1
366;02-502;1
374;02-502;1
399;02-502;1
412;02-502;1
451;02-502;1
456;02-502;1
463;02-502;1
473;02-502;1
482;02-502;1
495;02-502;1
504;02-502;1
506;02-502;1
536;02-502;1
563;02-502;1
570;02-502;1
575;02-502;1
610;02-502;1
611;02-502;1
683;02-502;1
684;02-502;1
717;02-502;1
792;02-502;1
794;02-502;1
813;02-502;1
828;02-502;1
830;02-502;1
850;02-502;1
857;02-502;1
881;02-502;1
884;02-502;1
899;02-502;1
926;02-502;1
960;02-502;1
974;02-502;1
1001;02-507;1
1014;02-507;1
104;02-507;1
1127;02-507;1
1155;02-507;1
1188;02-507;1
1190;02-507;1
1200;02-507;1
1220;02-507;1
1222;02-507;1
123;02-507;1
1247;02-507;1
165;02-507;1
170;02-507;1
259;02-507;1
27;02-507;1
293;02-507;1
295;02-507;1
351;02-507;1
364;02-507;1
39;02-507;1
4;02-507;1
412;02-507;1
43;02-507;1
431;02-507;1
473;02-507;1
536;02-507;1
563;02-507;1
610;02-507;1
634;02-507;1
647;02-507;1
717;02-507;1
732;02-507;1
75;02-507;1
764;02-507;1
789;02-507;1
8;02-507;1
850;02-507;1
851;02-507;1
857;02-507;1
867;02-507;1
881;02-507;1
885;02-507;1
893;02-507;1
899;02-507;1
909;02-507;1
927;02-507;1
957;02-507;1
96;02-507;1
963;02-507;1
97;02-507;1
974;02-507;1
1014;02-509;1
1072;02-509;1
1082;02-509;1
1100;02-509;1
1170;02-509;1
1183;02-509;1
1190;02-509;1
120;02-509;1
1200;02-509;1
1220;02-509;1
1228;02-509;1
1235;02-509;1
169;02-509;1
170;02-509;1
261;02-509;1
298;02-509;1
364;02-509;1
366;02-509;1
387;02-509;1
41;02-509;1
428;02-509;1
451;02-509;1
456;02-509;1
482;02-509;1
498;02-509;1
504;02-509;1
506;02-509;1
53;02-509;1
536;02-509;1
548;02-509;1
587;02-509;1
610;02-509;1
611;02-509;1
620;02-509;1
633;02-509;1
647;02-509;1
649;02-509;1
654;02-509;1
671;02-509;1
684;02-509;1
732;02-509;1
757;02-509;1
764;02-509;1
772;02-509;1
792;02-509;1
8;02-509;1
828;02-509;1
828;02-509;1
830;02-509;1
834;02-509;1
88;02-509;1
899;02-509;1
909;02-509;1
926;02-509;1
927;02-509;1
934;02-509;1
960;02-509;1
97;02-509;1
104;02-511;1
1082;02-511;1
1104;02-511;1
1125;02-511;1
114;02-511;1
1144;02-511;1
1154;02-511;1
1183;02-511;1
1190;02-511;1
1235;02-511;1
170;02-511;1
187;02-511;1
195;02-511;1
295;02-511;1
329;02-511;1
374;02-511;1
387;02-511;1
412;02-511;1
43;02-511;1
456;02-511;1
463;02-511;1
485;02-511;1
506;02-511;1
546;02-511;1
548;02-511;1
563;02-511;1
610;02-511;1
611;02-511;1
620;02-511;1
633;02-511;1
649;02-511;1
651;02-511;1
669;02-511;1
684;02-511;1
719;02-511;1
732;02-511;1
754;02-511;1
758;02-511;1
773;02-511;1
789;02-511;1
830;02-511;1
850;02-511;1
851;02-511;1
857;02-511;1
885;02-511;1
909;02-511;1
926;02-511;1
957;02-511;1
96;02-511;1
960;02-511;1
97;02-511;1
994;02-511;1
997;02-511;1
1014;02-512;1
1068;02-512;1
1100;02-512;1
1103;02-512;1
1104;02-512;1
1154;02-512;1
1190;02-512;1
1220;02-512;1
123;02-512;1
1235;02-512;1
16;02-512;1
165;02-512;1
187;02-512;1
259;02-512;1
270;02-512;1
387;02-512;1
42;02-512;1
456;02-512;1
463;02-512;1
473;02-512;1
485;02-512;1
506;02-512;1
546;02-512;1
557;02-512;1
563;02-512;1
570;02-512;1
587;02-512;1
598;02-512;1
639;02-512;1
772;02-512;1
773;02-512;1
792;02-512;1
794;02-512;1
828;02-512;1
828;02-512;1
830;02-512;1
857;02-512;1
873;02-512;1
926;02-512;1
97;02-512;1
997;02-512;1
104;02-513;1
1068;02-513;1
1072;02-513;1
1104;02-513;1
1154;02-513;1
1183;02-513;1
1247;02-513;1
169;02-513;1
214;02-513;1
259;02-513;1
270;02-513;1
298;02-513;1
321;02-513;1
364;02-513;1
387;02-513;1
399;02-513;1
4;02-513;1
403;02-513;1
42;02-513;1
43;02-513;1
430;02-513;1
456;02-513;1
473;02-513;1
482;02-513;1
495;02-513;1
546;02-513;1
563;02-513;1
620;02-513;1
654;02-513;1
671;02-513;1
732;02-513;1
75;02-513;1
766;02-513;1
772;02-513;1
777;02-513;1
828;02-513;1
830;02-513;1
835;02-513;1
844;02-513;1
873;02-513;1
885;02-513;1
927;02-513;1
938;02-513;1
960;02-513;1
972;02-513;1
974;02-513;1
1001;02-514;1
104;02-514;1
1072;02-514;1
114;02-514;1
1188;02-514;1
1200;02-514;1
1222;02-514;1
123;02-514;1
150;02-514;1
170;02-514;1
187;02-514;1
239;02-514;1
262;02-514;1
281;02-514;1
372;02-514;1
399;02-514;1
4;02-514;1
403;02-514;1
412;02-514;1
42;02-514;1
473;02-514;1
485;02-514;1
498;02-514;1
546;02-514;1
557;02-514;1
570;02-514;1
620;02-514;1
629;02-514;1
651;02-514;1
671;02-514;1
684;02-514;1
772;02-514;1
8;02-514;1
830;02-514;1
884;02-514;1
885;02-514;1
909;02-514;1
927;02-514;1
951;02-514;1
960;02-514;1
963;02-514;1
990;02-514;1
104;02-515;1
1103;02-515;1
1125;02-515;1
1183;02-515;1
1188;02-515;1
1222;02-515;1
187;02-515;1
259;02-515;1
261;02-515;1
27;02-515;1
283;02-515;1
341;02-515;1
4;02-515;1
4;02-515;1
41;02-515;1
43;02-515;1
451;02-515;1
456;02-515;1
53;02-515;1
557;02-515;1
563;02-515;1
6;02-515;1
610;02-515;1
611;02-515;1
639;02-515;1
647;02-515;1
649;02-515;1
683;02-515;1
684;02-515;1
75;02-515;1
758;02-515;1
772;02-515;1
777;02-515;1
794;02-515;1
828;02-515;1
828;02-515;1
830;02-515;1
835;02-515;1
844;02-515;1
873;02-515;1
88;02-515;1
884;02-515;1
886;02-515;1
909;02-515;1
95;02-515;1
96;02-515;1
960;02-515;1
1001;02-516;1
1037;02-516;1
104;02-516;1
1046;02-516;1
1082;02-516;1
1104;02-516;1
1127;02-516;1
1228;02-516;1
123;02-516;1
1235;02-516;1
1247;02-516;1
169;02-516;1
170;02-516;1
195;02-516;1
298;02-516;1
329;02-516;1
351;02-516;1
352;02-516;1
354;02-516;1
372;02-516;1
381;02-516;1
39;02-516;1
403;02-516;1
412;02-516;1
43;02-516;1
482;02-516;1
498;02-516;1
504;02-516;1
536;02-516;1
546;02-516;1
634;02-516;1
669;02-516;1
757;02-516;1
758;02-516;1
764;02-516;1
772;02-516;1
813;02-516;1
828;02-516;1
867;02-516;1
893;02-516;1
909;02-516;1
926;02-516;1
96;02-516;1
963;02-516;1
97;02-516;1
997;02-516;1
1068;02-517;1
1103;02-517;1
114;02-517;1
1190;02-517;1
1200;02-517;1
1220;02-517;1
16;02-517;1
186;02-517;1
195;02-517;1
261;02-517;1
293;02-517;1
295;02-517;1
329;02-517;1
354;02-517;1
364;02-517;1
366;02-517;1
39;02-517;1
4;02-517;1
42;02-517;1
451;02-517;1
49;02-517;1
495;02-517;1
546;02-517;1
563;02-517;1
586;02-517;1
610;02-517;1
633;02-517;1
647;02-517;1
651;02-517;1
683;02-517;1
717;02-517;1
757;02-517;1
773;02-517;1
777;02-517;1
792;02-517;1
830;02-517;1
830;02-517;1
834;02-517;1
857;02-517;1
881;02-517;1
885;02-517;1
893;02-517;1
95;02-517;1
960;02-517;1
1014;02-518;1
1037;02-518;1
104;02-518;1
1072;02-518;1
1103;02-518;1
1104;02-518;1
114;02-518;1
1155;02-518;1
1183;02-518;1
120;02-518;1
1200;02-518;1
165;02-518;1
186;02-518;1
270;02-518;1
283;02-518;1
298;02-518;1
317;02-518;1
364;02-518;1
381;02-518;1
387;02-518;1
39;02-518;1
397;02-518;1
399;02-518;1
4;02-518;1
403;02-518;1
41;02-518;1
412;02-518;1
43;02-518;1
451;02-518;1
463;02-518;1
482;02-518;1
498;02-518;1
53;02-518;1
546;02-518;1
557;02-518;1
570;02-518;1
611;02-518;1
620;02-518;1
633;02-518;1
634;02-518;1
647;02-518;1
669;02-518;1
671;02-518;1
684;02-518;1
75;02-518;1
764;02-518;1
830;02-518;1
851;02-518;1
857;02-518;1
899;02-518;1
927;02-518;1
938;02-518;1
951;02-518;1
96;02-518;1
97;02-518;1
972;02-518;1
974;02-518;1
1001;02-519;1
104;02-519;1
1072;02-519;1
1100;02-519;1
123;02-519;1
259;02-519;1
341;02-519;1
403;02-519;1
41;02-519;1
428;02-519;1
430;02-519;1
485;02-519;1
506;02-519;1
587;02-519;1
610;02-519;1
669;02-519;1
732;02-519;1
75;02-519;1
758;02-519;1
764;02-519;1
772;02-519;1
789;02-519;1
794;02-519;1
828;02-519;1
835;02-519;1
881;02-519;1
884;02-519;1
885;02-519;1
951;02-519;1
963;02-519;1
974;02-519;1
994;02-519;1
997;02-519;1
1082;02-520;1
1154;02-520;1
1155;02-520;1
1170;02-520;1
120;02-520;1
1247;02-520;1
165;02-520;1
195;02-520;1
261;02-520;1
262;02-520;1
27;02-520;1
270;02-520;1
329;02-520;1
341;02-520;1
354;02-520;1
366;02-520;1
381;02-520;1
39;02-520;1
4;02-520;1
403;02-520;1
42;02-520;1
43;02-520;1
495;02-520;1
557;02-520;1
563;02-520;1
575;02-520;1
586;02-520;1
587;02-520;1
651;02-520;1
654;02-520;1
757;02-520;1
773;02-520;1
828;02-520;1
850;02-520;1
873;02-520;1
881;02-520;1
884;02-520;1
893;02-520;1
899;02-520;1
909;02-520;1
926;02-520;1
95;02-520;1
951;02-520;1
960;02-520;1
997;02-520;1
1144;02-521;1
120;02-521;1
120;02-521;1
1220;02-521;1
1226;02-521;1
165;02-521;1
186;02-521;1
239;02-521;1
281;02-521;1
317;02-521;1
364;02-521;1
366;02-521;1
372;02-521;1
387;02-521;1
397;02-521;1
428;02-521;1
431;02-521;1
463;02-521;1
473;02-521;1
495;02-521;1
504;02-521;1
53;02-521;1
563;02-521;1
570;02-521;1
6;02-521;1
610;02-521;1
611;02-521;1
633;02-521;1
639;02-521;1
683;02-521;1
684;02-521;1
717;02-521;1
75;02-521;1
792;02-521;1
828;02-521;1
834;02-521;1
885;02-521;1
886;02-521;1
893;02-521;1
997;02-521;1
1001;02-522;1
1037;02-522;1
1100;02-522;1
114;02-522;1
1200;02-522;1
1220;02-522;1
1235;02-522;1
1247;02-522;1
186;02-522;1
187;02-522;1
195;02-522;1
261;02-522;1
262;02-522;1
293;02-522;1
364;02-522;1
366;02-522;1
39;02-522;1
4;02-522;1
41;02-522;1
42;02-522;1
428;02-522;1
430;02-522;1
431;02-522;1
482;02-522;1
53;02-522;1
548;02-522;1
563;02-522;1
634;02-522;1
647;02-522;1
717;02-522;1
754;02-522;1
777;02-522;1
789;02-522;1
792;02-522;1
794;02-522;1
830;02-522;1
830;02-522;1
844;02-522;1
850;02-522;1
873;02-522;1
934;02-522;1
938;02-522;1
951;02-522;1
972;02-522;1
990;02-522;1
997;02-522;1
1072;02-525;1
114;02-525;1
1144;02-525;1
1200;02-525;1
1228;02-525;1
123;02-525;1
165;02-525;1
169;02-525;1
170;02-525;1
186;02-525;1
270;02-525;1
321;02-525;1
352;02-525;1
364;02-525;1
387;02-525;1
397;02-525;1
42;02-525;1
43;02-525;1
456;02-525;1
473;02-525;1
495;02-525;1
504;02-525;1
506;02-525;1
53;02-525;1
546;02-525;1
563;02-525;1
758;02-525;1
766;02-525;1
777;02-525;1
794;02-525;1
828;02-525;1
830;02-525;1
834;02-525;1
850;02-525;1
873;02-525;1
88;02-525;1
893;02-525;1
960;02-525;1
963;02-525;1
97;02-525;1
974;02-525;1
997;02-525;1
1037;02-527;1
1068;02-527;1
1104;02-527;1
1125;02-527;1
1188;02-527;1
1190;02-527;1
1200;02-527;1
1220;02-527;1
123;02-527;1
195;02-527;1
27;02-527;1
275;02-527;1
283;02-527;1
374;02-527;1
387;02-527;1
4;02-527;1
41;02-527;1
431;02-527;1
473;02-527;1
485;02-527;1
504;02-527;1
570;02-527;1
586;02-527;1
611;02-527;1
634;02-527;1
647;02-527;1
683;02-527;1
717;02-527;1
75;02-527;1
758;02-527;1
777;02-527;1
794;02-527;1
8;02-527;1
813;02-527;1
830;02-527;1
851;02-527;1
867;02-527;1
881;02-527;1
899;02-527;1
909;02-527;1
926;02-527;1
974;02-527;1
990;02-527;1
997;02-527;1
104;02-529;1
1103;02-529;1
1104;02-529;1
1127;02-529;1
1144;02-529;1
1183;02-529;1
1188;02-529;1
1190;02-529;1
123;02-529;1
1235;02-529;1
1247;02-529;1
160;02-529;1
165;02-529;1
195;02-529;1
214;02-529;1
239;02-529;1
27;02-529;1
270;02-529;1
293;02-529;1
298;02-529;1
329;02-529;1
352;02-529;1
387;02-529;1
399;02-529;1
412;02-529;1
456;02-529;1
463;02-529;1
536;02-529;1
611;02-529;1
620;02-529;1
629;02-529;1
758;02-529;1
772;02-529;1
773;02-529;1
8;02-529;1
844;02-529;1
873;02-529;1
881;02-529;1
893;02-529;1
909;02-529;1
938;02-529;1
95;02-529;1
951;02-529;1
96;02-529;1
990;02-529;1
1014;02-531;1
1082;02-531;1
1100;02-531;1
1104;02-531;1
1127;02-531;1
1144;02-531;1
120;02-531;1
120;02-531;1
150;02-531;1
16;02-531;1
169;02-531;1
186;02-531;1
195;02-531;1
262;02-531;1
281;02-531;1
283;02-531;1
295;02-531;1
298;02-531;1
317;02-531;1
351;02-531;1
364;02-531;1
387;02-531;1
397;02-531;1
399;02-531;1
4;02-531;1
403;02-531;1
41;02-531;1
42;02-531;1
428;02-531;1
431;02-531;1
482;02-531;1
485;02-531;1
498;02-531;1
6;02-531;1
634;02-531;1
647;02-531;1
654;02-531;1
669;02-531;1
732;02-531;1
75;02-531;1
758;02-531;1
772;02-531;1
773;02-531;1
792;02-531;1
830;02-531;1
844;02-531;1
850;02-531;1
867;02-531;1
909;02-531;1
934;02-531;1
938;02-531;1
97;02-531;1
1000;02-532;1
103;02-532;1
1037;02-532;1
104;02-532;1
1051;02-532;1
1068;02-532;1
1072;02-532;1
1103;02-532;1
1104;02-532;1
1116;02-532;1
1139;02-532;1
1146;02-532;1
1155;02-532;1
1170;02-532;1
1172;02-532;1
1187;02-532;1
1190;02-532;1
120;02-532;1
1200;02-532;1
1204;02-532;1
1220;02-532;1
123;02-532;1
1238;02-532;1
143;02-532;1
165;02-532;1
169;02-532;1
170;02-532;1
186;02-532;1
187;02-532;1
214;02-532;1
214;02-532;1
255;02-532;1
259;02-532;1
270;02-532;1
274;02-532;1
283;02-532;1
285;02-532;1
298;02-532;1
322;02-532;1
339;02-532;1
371;02-532;1
372;02-532;1
376;02-532;1
397;02-532;1
397;02-532;1
403;02-532;1
430;02-532;1
431;02-532;1
433;02-532;1
456;02-532;1
463;02-532;1
493;02-532;1
495;02-532;1
495;02-532;1
498;02-532;1
499;02-532;1
527;02-532;1
546;02-532;1
563;02-532;1
563;02-532;1
6;02-532;1
609;02-532;1
610;02-532;1
638;02-532;1
647;02-532;1
65;02-532;1
669;02-532;1
688;02-532;1
697;02-532;1
707;02-532;1
757;02-532;1
758;02-532;1
759;02-532;1
764;02-532;1
777;02-532;1
779;02-532;1
784;02-532;1
794;02-532;1
799;02-532;1
8;02-532;1
803;02-532;1
828;02-532;1
836;02-532;1
839;02-532;1
851;02-532;1
87;02-532;1
884;02-532;1
885;02-532;1
893;02-532;1
909;02-532;1
947;02-532;1
95;02-532;1
951;02-532;1
956;02-532;1
972;02-532;1
974;02-532;1
98;02-532;1
983;02-532;1
1001;02-533;1
1014;02-533;1
1068;02-533;1
1125;02-533;1
1188;02-533;1
120;02-533;1
1220;02-533;1
123;02-533;1
1247;02-533;1
150;02-533;1
160;02-533;1
186;02-533;1
220;02-533;1
259;02-533;1
270;02-533;1
293;02-533;1
295;02-533;1
351;02-533;1
364;02-533;1
366;02-533;1
374;02-533;1
41;02-533;1
42;02-533;1
431;02-533;1
463;02-533;1
473;02-533;1
482;02-533;1
495;02-533;1
498;02-533;1
557;02-533;1
575;02-533;1
587;02-533;1
633;02-533;1
639;02-533;1
654;02-533;1
671;02-533;1
764;02-533;1
766;02-533;1
773;02-533;1
794;02-533;1
909;02-533;1
926;02-533;1
927;02-533;1
938;02-533;1
951;02-533;1
960;02-533;1
963;02-533;1
994;02-533;1
997;02-533;1
1072;02-534;1
1127;02-534;1
1144;02-534;1
1155;02-534;1
1170;02-534;1
120;02-534;1
1220;02-534;1
165;02-534;1
169;02-534;1
170;02-534;1
239;02-534;1
259;02-534;1
281;02-534;1
293;02-534;1
317;02-534;1
341;02-534;1
354;02-534;1
366;02-534;1
374;02-534;1
4;02-534;1
41;02-534;1
412;02-534;1
428;02-534;1
43;02-534;1
430;02-534;1
498;02-534;1
563;02-534;1
610;02-534;1
620;02-534;1
647;02-534;1
651;02-534;1
683;02-534;1
75;02-534;1
758;02-534;1
764;02-534;1
772;02-534;1
